Activity,Assess,Clip,Cum_Activity,Cum_Assess,Cum_Clip,Cum_Game,Game,acc,acc_group,assess_dur_mean,assess_dur_std,assess_dur_sum,correct,cum_acc,cum_corr,cum_dur_activity,cum_dur_asses,cum_dur_clip,cum_dur_game,cum_incorrect,event_counter,game_session,incorrect,installation_id,mean_acc_group,title,type,world
0,1,0,0,9,0,4,0,0.0,0,0.0,0.0,34514,0,0.5,3,0,128855,0,131713,6,29,8fdd5d389d0e272e,1,001d0ed0,1.6,Chest Sorter (Assessment),Assessment,CRYSTALCAVES
0,2,0,0,0,0,0,0,0.0,0,0.0,0.0,26517,0,0.0,0,0,0,0,0,0,37,619b9c069cf790ca,2,00225f67,0.0,Bird Measurer (Assessment),Assessment,TREETOPCITY
0,11,0,0,0,0,3,0,0.0,0,45546.8,117972.5580659427,483391,0,0.0,0,0,0,0,201359,0,135,346d5f57cf40bac0,11,00279ac5,0.0,Chest Sorter (Assessment),Assessment,CRYSTALCAVES
0,5,0,0,0,0,7,0,0.0,0,7879.75,1980.967335251476,48453,0,0.0,0,0,0,0,105260,0,52,67f9274eb736ab3f,5,002db7e3,0.0,Chest Sorter (Assessment),Assessment,CRYSTALCAVES
0,2,0,0,5,0,12,0,0.5,2,0.0,0.0,43272,1,0.0,0,0,48453,0,284409,5,47,03e73cfb40d8d204,1,002db7e3,0.0,Mushroom Sorter (Assessment),Assessment,TREETOPCITY
0,11,0,0,7,0,12,0,0.09090909090909091,1,8388.9,2614.632306845458,94934,1,0.25,1,0,91725,0,284409,6,92,cace4c493ac347e3,10,002db7e3,1.0,Bird Measurer (Assessment),Assessment,TREETOPCITY
0,1,0,0,18,0,12,0,1.0,3,0.0,0.0,35108,1,0.196969696969697,2,0,186659,0,284409,16,35,113a557b60770369,0,002db7e3,1.0,Cart Balancer (Assessment),Assessment,CRYSTALCAVES
0,7,0,0,19,0,12,0,0.0,0,6572.666666666667,2214.956944653026,69335,0,0.3977272727272727,3,0,221767,0,284409,16,68,f50104895c55045f,7,002db7e3,1.5,Chest Sorter (Assessment),Assessment,CRYSTALCAVES
0,1,0,0,26,0,12,0,1.0,3,0.0,0.0,18665,1,0.3181818181818182,3,0,291102,0,284409,23,26,470a1bd6b99152a7,0,002db7e3,1.2,Cauldron Filler (Assessment),Assessment,MAGMAPEAK
0,1,0,0,27,0,12,0,1.0,3,0.0,0.0,41682,1,0.4318181818181818,4,0,309767,0,284409,23,38,1c48bdca76efc7b0,0,002db7e3,1.5,Mushroom Sorter (Assessment),Assessment,TREETOPCITY
0,2,0,0,28,0,12,0,0.5,2,0.0,0.0,17190,1,0.512987012987013,5,0,351449,0,284409,23,46,8f50f2fd987cade4,1,002db7e3,1.7142857142857142,Bird Measurer (Assessment),Assessment,TREETOPCITY
0,5,0,0,30,0,12,0,0.2,1,5300.5,1746.3246166353683,30485,1,0.5113636363636364,6,0,368639,0,284409,24,57,5025f22d6e944533,4,002db7e3,1.75,Bird Measurer (Assessment),Assessment,TREETOPCITY
0,1,0,0,0,0,0,0,1.0,3,0.0,0.0,25720,1,0.0,0,0,0,0,0,0,35,631971b2efa19b8d,0,003372b0,0.0,Mushroom Sorter (Assessment),Assessment,TREETOPCITY
0,2,0,0,1,0,3,0,0.5,2,0.0,0.0,20171,1,1.0,1,0,25720,0,152196,0,41,28113cd58d865372,1,003372b0,3.0,Bird Measurer (Assessment),Assessment,TREETOPCITY
0,1,0,0,3,0,3,0,1.0,3,0.0,0.0,22643,1,0.75,2,0,45891,0,152196,1,29,3beae5a17e0b26f6,0,003372b0,2.5,Cart Balancer (Assessment),Assessment,CRYSTALCAVES
0,1,0,0,4,0,3,0,1.0,3,0.0,0.0,20734,1,0.8333333333333334,3,0,68534,0,152196,1,33,0adc585fb4f48458,0,003372b0,2.6666666666666665,Cart Balancer (Assessment),Assessment,CRYSTALCAVES
0,4,0,0,5,0,8,0,0.0,0,12911.333333333334,2208.3444779593,64373,0,0.875,4,0,89268,0,260058,1,62,4649b29840d5b0f1,4,003372b0,2.75,Chest Sorter (Assessment),Assessment,CRYSTALCAVES
0,1,0,0,9,0,8,0,1.0,3,0.0,0.0,19657,1,0.7,4,0,153641,0,260058,5,37,272cc78535e9add1,0,003372b0,2.2,Cauldron Filler (Assessment),Assessment,MAGMAPEAK
0,1,0,0,0,0,0,0,1.0,3,0.0,0.0,11353,1,0.0,0,0,0,0,0,0,17,3a50778205e34531,0,004c2091,0.0,Cauldron Filler (Assessment),Assessment,MAGMAPEAK
0,1,0,0,1,0,0,0,0.0,0,0.0,0.0,10949,0,0.25,1,0,11353,0,0,0,23,4e446ee715d1bd94,1,004c2091,0.75,Bird Measurer (Assessment),Assessment,TREETOPCITY
0,1,0,0,2,0,0,0,1.0,3,0.0,0.0,20137,1,0.14285714285714285,1,0,22302,0,0,1,35,ae5de691ea2252f1,0,004c2091,0.42857142857142855,Cauldron Filler (Assessment),Assessment,MAGMAPEAK
0,1,0,0,3,0,0,0,0.0,0,0.0,0.0,14731,0,0.2,2,0,42439,0,0,1,19,343206b33bfa7941,1,004c2091,0.6,Bird Measurer (Assessment),Assessment,TREETOPCITY
0,1,0,0,0,0,0,0,1.0,3,0.0,0.0,51169,1,0.0,0,0,0,0,0,0,63,1454d273262f61e3,0,00634433,0.0,Cauldron Filler (Assessment),Assessment,MAGMAPEAK
0,1,0,0,1,0,0,0,1.0,3,0.0,0.0,23190,1,1.0,1,0,51169,0,0,0,27,440633fe3ef55b90,0,00634433,3.0,Cart Balancer (Assessment),Assessment,CRYSTALCAVES
0,1,0,0,2,0,0,0,0.0,0,0.0,0.0,69258,0,1.0,2,0,74359,0,0,0,70,8c2d5dff4635d020,1,00634433,3.0,Chest Sorter (Assessment),Assessment,CRYSTALCAVES
0,1,0,0,0,0,0,0,1.0,3,0.0,0.0,59191,1,0.0,0,0,0,0,0,0,52,a01b01d1e22d0446,0,00667b88,0.0,Cart Balancer (Assessment),Assessment,CRYSTALCAVES
0,1,0,0,1,0,0,0,0.0,0,0.0,0.0,87756,0,1.0,1,0,59191,0,0,0,81,900f3ed7ba1a3e72,1,00667b88,3.0,Cart Balancer (Assessment),Assessment,CRYSTALCAVES
0,8,0,0,0,0,0,0,0.0,0,6383.857142857143,3482.6317839899675,63734,0,0.0,0,0,0,0,0,0,70,f76ce167ea7e64ac,8,00691033,0.0,Bird Measurer (Assessment),Assessment,TREETOPCITY
0,3,0,0,8,0,0,0,0.3333333333333333,1,8817.5,3205.31503911862,28648,1,0.0,0,0,63734,0,0,8,45,27cf0c9a24932c72,2,00691033,0.0,Cauldron Filler (Assessment),Assessment,MAGMAPEAK
0,7,0,0,11,0,0,0,0.0,0,6758.833333333333,3453.316401181141,53795,0,0.08333333333333333,1,0,92382,0,0,10,53,57e99afbe299eee7,7,00691033,0.25,Bird Measurer (Assessment),Assessment,TREETOPCITY
0,4,0,0,18,0,0,0,0.0,0,6050.333333333333,2615.6835308066866,28863,0,0.06666666666666667,1,0,146177,0,0,17,55,afbc42ed46d8d8b6,4,00691033,0.2,Chest Sorter (Assessment),Assessment,CRYSTALCAVES
0,1,0,0,22,0,0,0,1.0,3,0.0,0.0,11156,1,0.05555555555555555,1,0,175040,0,0,21,33,d177c3ef04370586,0,00691033,0.16666666666666666,Cauldron Filler (Assessment),Assessment,MAGMAPEAK
0,3,0,0,23,0,0,0,0.3333333333333333,1,15102.0,4218.599056558943,45429,1,0.19047619047619047,2,0,186196,0,0,21,80,9d2a83e6be787757,2,00691033,0.5714285714285714,Bird Measurer (Assessment),Assessment,TREETOPCITY
0,6,0,0,26,0,0,0,0.0,0,7383.6,4760.792192482256,52461,0,0.20833333333333331,3,0,231625,0,0,23,78,6356ad12dfc4be2f,6,00691033,0.625,Mushroom Sorter (Assessment),Assessment,TREETOPCITY
0,3,0,0,32,0,0,0,0.0,0,12242.5,9488.66589674228,40230,0,0.18518518518518517,3,0,284086,0,0,29,56,01d44d1b32c3da7f,3,00691033,0.5555555555555556,Mushroom Sorter (Assessment),Assessment,TREETOPCITY
0,7,0,0,35,0,0,0,0.0,0,6678.333333333333,3113.1037674106956,50988,0,0.1515151515151515,3,0,324316,0,0,32,55,a4060f56e5b8b57b,7,00691033,0.45454545454545453,Bird Measurer (Assessment),Assessment,TREETOPCITY
0,6,0,0,0,0,0,0,0.0,0,8617.2,3022.077629711057,64699,0,0.0,0,0,0,0,0,0,68,8d95ce85370a27f1,6,00a0dbeb,0.0,Cart Balancer (Assessment),Assessment,CRYSTALCAVES
0,2,0,0,6,0,0,0,0.0,0,0.0,0.0,841107,0,0.0,0,0,64699,0,0,6,57,a77bfd165bda7f8f,2,00a0dbeb,0.0,Cart Balancer (Assessment),Assessment,CRYSTALCAVES
0,1,0,0,8,0,0,0,0.0,0,0.0,0.0,63599,0,0.0,0,0,905806,0,0,8,42,9debd3d366d92441,1,00a0dbeb,0.0,Cart Balancer (Assessment),Assessment,CRYSTALCAVES
0,3,0,0,9,0,0,0,0.0,0,10850.5,9051.673905968995,78752,0,0.0,0,0,969405,0,0,9,50,13ef4c0f43016c21,3,00a0dbeb,0.0,Cart Balancer (Assessment),Assessment,CRYSTALCAVES
0,1,0,0,0,0,0,0,1.0,3,0.0,0.0,21160,1,0.0,0,0,0,0,0,0,40,4adfc08b1da953b0,0,00a53963,0.0,Mushroom Sorter (Assessment),Assessment,TREETOPCITY
0,3,0,0,0,0,0,0,0.3333333333333333,1,14543.5,34.64823227814083,38031,1,0.0,0,0,0,0,0,0,55,7cf1b76f9a705306,2,00ad158e,0.0,Cauldron Filler (Assessment),Assessment,MAGMAPEAK
0,2,0,0,0,0,0,0,0.5,2,0.0,0.0,10602,1,0.0,0,0,0,0,0,0,17,6505823b46937a52,1,00b9d8e6,0.0,Cart Balancer (Assessment),Assessment,CRYSTALCAVES
0,1,0,0,0,0,0,0,1.0,3,0.0,0.0,33725,1,0.0,0,0,0,0,0,0,30,9166fbf0ebef112b,0,00cef781,0.0,Cart Balancer (Assessment),Assessment,CRYSTALCAVES
0,1,0,0,0,0,0,0,1.0,3,0.0,0.0,38307,1,0.0,0,0,0,0,0,0,53,9444d34477d7f2c5,0,00e17272,0.0,Cauldron Filler (Assessment),Assessment,MAGMAPEAK
0,1,0,0,1,0,0,0,1.0,3,0.0,0.0,8389,1,1.0,1,0,38307,0,0,0,27,a8c4aa084792d9bc,0,00e17272,3.0,Cauldron Filler (Assessment),Assessment,MAGMAPEAK
0,1,0,0,2,0,0,0,1.0,3,0.0,0.0,26065,1,1.0,2,0,46696,0,0,0,37,b1fa320f360a5df7,0,00e17272,3.0,Mushroom Sorter (Assessment),Assessment,TREETOPCITY
0,2,0,0,3,0,4,0,0.5,2,0.0,0.0,29963,1,1.0,3,0,72761,0,164964,0,49,6c8fab7964639f37,1,00e17272,3.0,Bird Measurer (Assessment),Assessment,TREETOPCITY
0,1,0,0,5,0,4,0,1.0,3,0.0,0.0,7787,1,0.875,4,0,102724,0,164964,1,57,a8f34c37b52dcf4e,0,00e17272,2.75,Cauldron Filler (Assessment),Assessment,MAGMAPEAK
0,1,0,0,6,0,4,0,1.0,3,0.0,0.0,11781,1,0.9,5,0,110511,0,164964,1,14,79b23df7134680d6,0,00e17272,2.8,Cart Balancer (Assessment),Assessment,CRYSTALCAVES
0,2,0,0,7,0,13,0,0.5,2,0.0,0.0,43311,1,0.9166666666666666,6,0,122292,0,330743,1,47,7c99edfbd81036e7,1,00e17272,2.8333333333333335,Chest Sorter (Assessment),Assessment,CRYSTALCAVES
0,1,0,0,9,0,13,0,1.0,3,0.0,0.0,32872,1,0.8571428571428571,7,0,165603,0,330743,2,29,13fb574a0788a342,0,00e17272,2.7142857142857144,Cart Balancer (Assessment),Assessment,CRYSTALCAVES
0,1,0,0,0,0,0,0,1.0,3,0.0,0.0,28572,1,0.0,0,0,0,0,0,0,35,f1907f95d0e87916,0,00e536bf,0.0,Chest Sorter (Assessment),Assessment,CRYSTALCAVES
0,2,0,0,1,0,0,0,0.5,2,0.0,0.0,21452,1,1.0,1,0,28572,0,0,0,51,6fdf341bb1535e56,1,00e536bf,3.0,Cauldron Filler (Assessment),Assessment,MAGMAPEAK
0,1,0,0,3,0,0,0,1.0,3,0.0,0.0,10628,1,0.75,2,0,50024,0,0,1,13,303c177193a14b1c,0,00e536bf,2.5,Cart Balancer (Assessment),Assessment,CRYSTALCAVES
0,5,0,0,4,0,11,0,0.0,0,17455.25,14047.426772069917,82227,0,0.8333333333333334,3,0,60652,0,130422,1,104,5ffe7ca662764707,5,00e536bf,2.6666666666666665,Chest Sorter (Assessment),Assessment,CRYSTALCAVES
0,3,0,0,9,0,11,0,0.3333333333333333,1,5517.0,1155.4124804588187,27989,1,0.625,3,0,142879,0,130422,6,88,06e4408045163fdd,2,00e536bf,2.0,Bird Measurer (Assessment),Assessment,TREETOPCITY
0,1,0,0,12,0,11,0,1.0,3,0.0,0.0,12136,1,0.5666666666666667,4,0,170868,0,130422,8,26,f39c4fd3c2f3d7d9,0,00e536bf,1.8,Cauldron Filler (Assessment),Assessment,MAGMAPEAK
0,1,0,0,13,0,11,0,1.0,3,0.0,0.0,10594,1,0.638888888888889,5,0,183004,0,130422,8,13,e79a6fc420a2e2ae,0,00e536bf,2.0,Cart Balancer (Assessment),Assessment,CRYSTALCAVES
0,1,0,0,14,0,11,0,1.0,3,0.0,0.0,38856,1,0.6904761904761906,6,0,193598,0,130422,8,49,dd06aeacbb593d36,0,00e536bf,2.142857142857143,Chest Sorter (Assessment),Assessment,CRYSTALCAVES
0,1,0,0,0,0,14,0,0.0,0,0.0,0.0,32256,0,0.0,0,0,0,0,161565,0,37,98823b83956d6274,1,00fa8681,0.0,Chest Sorter (Assessment),Assessment,CRYSTALCAVES
0,1,0,0,1,0,14,0,1.0,3,0.0,0.0,28043,1,0.0,0,0,32256,0,161565,1,35,b4b25b2c4f2b6ada,0,00fa8681,0.0,Mushroom Sorter (Assessment),Assessment,TREETOPCITY
0,3,0,0,2,0,14,0,0.3333333333333333,1,11655.5,1204.2028483606905,39766,1,0.3333333333333333,1,0,60299,0,161565,1,68,2eafd59d5ecf1b1e,2,00fa8681,1.0,Bird Measurer (Assessment),Assessment,TREETOPCITY
0,1,0,0,0,0,0,0,1.0,3,0.0,0.0,8479,1,0.0,0,0,0,0,0,0,15,3cb1a0a7c6e5c4cb,0,00fc65b6,0.0,Cart Balancer (Assessment),Assessment,CRYSTALCAVES
0,2,0,0,1,0,33,0,0.5,2,0.0,0.0,32750,1,1.0,1,0,8479,0,298037,0,55,22e0b69bad7a475c,1,00fc65b6,3.0,Cauldron Filler (Assessment),Assessment,MAGMAPEAK
0,1,0,0,3,0,33,0,1.0,3,0.0,0.0,27874,1,0.75,2,0,41229,0,298037,1,50,71190e29b29e7488,0,00fc65b6,2.5,Mushroom Sorter (Assessment),Assessment,TREETOPCITY
0,1,0,0,4,0,36,0,1.0,3,0.0,0.0,14773,1,0.625,3,0,69103,0,473284,1,77,469b3ff25bf7824f,0,00fc65b6,2.0,Bird Measurer (Assessment),Assessment,TREETOPCITY
0,3,0,0,5,0,36,0,0.3333333333333333,1,17450.5,15320.882627968926,43829,1,0.7,4,0,83876,0,473284,1,52,ea2738fba4f2c341,2,00fc65b6,2.2,Cart Balancer (Assessment),Assessment,CRYSTALCAVES
0,1,0,0,8,0,62,0,1.0,3,0.0,0.0,18412,1,0.638888888888889,5,0,127705,0,755386,3,26,2c8372907b2e7a29,0,00fc65b6,2.0,Chest Sorter (Assessment),Assessment,CRYSTALCAVES
0,1,0,0,9,0,62,0,1.0,3,0.0,0.0,26847,1,0.6904761904761906,6,0,146117,0,755386,3,35,d4913074c3614940,0,00fc65b6,2.142857142857143,Cart Balancer (Assessment),Assessment,CRYSTALCAVES
0,11,0,0,10,0,91,0,0.09090909090909091,1,6508.7,10472.016860291154,90358,1,0.7291666666666667,7,0,172964,0,1027820,3,125,7e02851957b1e0df,10,00fc65b6,2.25,Chest Sorter (Assessment),Assessment,CRYSTALCAVES
0,1,0,0,21,0,91,0,1.0,3,0.0,0.0,8652,1,0.6582491582491583,8,0,263322,0,1027820,13,29,2f2edeb4ee1a6b96,0,00fc65b6,2.111111111111111,Cauldron Filler (Assessment),Assessment,MAGMAPEAK
0,1,0,0,0,0,0,0,1.0,3,0.0,0.0,46961,1,0.0,0,0,0,0,0,0,96,77c0ffc58b95748a,0,010bc1d5,0.0,Mushroom Sorter (Assessment),Assessment,TREETOPCITY
0,2,0,0,1,0,5,0,0.0,0,0.0,0.0,63369,0,1.0,1,0,46961,0,215507,0,69,49f65396b901366f,2,010bc1d5,3.0,Bird Measurer (Assessment),Assessment,TREETOPCITY
0,2,0,0,0,0,0,0,0.0,0,0.0,0.0,36996,0,0.0,0,0,0,0,0,0,30,f5fea737ce83acc6,2,01120f12,0.0,Bird Measurer (Assessment),Assessment,TREETOPCITY
0,6,0,0,0,0,10,0,0.0,0,12715.4,5074.188437573047,91203,0,0.0,0,0,0,0,342639,0,63,65f9c6e01c6865d3,6,0153c957,0.0,Bird Measurer (Assessment),Assessment,TREETOPCITY
0,1,0,0,0,0,0,0,1.0,3,0.0,0.0,27107,1,0.0,0,0,0,0,0,0,31,200bd213d65096c3,0,0155dd86,0.0,Cart Balancer (Assessment),Assessment,CRYSTALCAVES
0,4,0,0,1,0,5,0,0.0,0,14245.0,9883.3619280081,70394,0,1.0,1,0,27107,0,76873,0,83,dcf813428d8da7e7,4,0155dd86,3.0,Chest Sorter (Assessment),Assessment,CRYSTALCAVES
0,2,0,0,5,0,8,0,0.0,0,0.0,0.0,53740,0,0.5,1,0,97501,0,142209,4,51,5fd64cfdd2568004,2,0155dd86,1.5,Chest Sorter (Assessment),Assessment,CRYSTALCAVES
0,1,0,0,7,0,8,0,1.0,3,0.0,0.0,32704,1,0.3333333333333333,1,0,151241,0,142209,6,32,975a971cc0127015,0,0155dd86,1.0,Cart Balancer (Assessment),Assessment,CRYSTALCAVES
0,3,0,0,8,0,16,0,0.0,0,15793.0,8710.141330655892,51762,0,0.5,2,0,183945,0,257912,6,60,a7d5f59c4f1ffbe2,3,0155dd86,1.5,Chest Sorter (Assessment),Assessment,CRYSTALCAVES
0,1,0,0,0,0,0,0,1.0,3,0.0,0.0,25779,1,0.0,0,0,0,0,0,0,22,d13556881baa2662,0,015776b4,0.0,Cart Balancer (Assessment),Assessment,CRYSTALCAVES
0,1,0,0,1,0,0,0,1.0,3,0.0,0.0,24243,1,1.0,1,0,25779,0,0,0,14,032880a4dca1fb6b,0,015776b4,3.0,Cart Balancer (Assessment),Assessment,CRYSTALCAVES
0,7,0,0,2,0,2,0,0.0,0,4407.166666666667,1004.6435022766368,63313,0,1.0,2,0,50022,0,120444,0,45,48e17f187b5cb6ec,7,015776b4,3.0,Chest Sorter (Assessment),Assessment,CRYSTALCAVES
0,1,0,0,9,0,2,0,0.0,0,0.0,0.0,53837,0,0.6666666666666666,2,0,113335,0,120444,7,45,ab3a4c946cc5d51d,1,015776b4,2.0,Mushroom Sorter (Assessment),Assessment,TREETOPCITY
0,3,0,0,10,0,2,0,0.0,0,6155.0,2860.9540366807714,31526,0,0.5,2,0,167172,0,120444,8,24,e08d94488267c4fb,3,015776b4,1.5,Chest Sorter (Assessment),Assessment,CRYSTALCAVES
0,2,0,0,0,0,0,0,0.5,2,0.0,0.0,23786,1,0.0,0,0,0,0,0,0,27,b9e4e0faa3d91e1f,1,01582211,0.0,Cart Balancer (Assessment),Assessment,CRYSTALCAVES
0,4,0,0,2,0,16,0,0.0,0,18329.0,12518.423702687172,104160,0,0.5,1,0,23786,0,296781,1,93,ef94f97ffa892216,4,01582211,2.0,Chest Sorter (Assessment),Assessment,CRYSTALCAVES
0,1,0,0,6,0,16,0,1.0,3,0.0,0.0,12576,1,0.25,1,0,127946,0,296781,5,22,0d641058b46d3689,0,01582211,1.0,Cart Balancer (Assessment),Assessment,CRYSTALCAVES
0,2,0,0,7,0,20,0,0.0,0,0.0,0.0,23808,0,0.5,2,0,140522,0,349597,5,32,902c22638fceb254,2,01582211,1.6666666666666667,Chest Sorter (Assessment),Assessment,CRYSTALCAVES
0,1,0,0,9,0,20,0,1.0,3,0.0,0.0,12630,1,0.375,2,0,164330,0,349597,7,31,2b06dcf3a9bc9ab5,0,01582211,1.25,Cauldron Filler (Assessment),Assessment,MAGMAPEAK
0,3,0,0,0,0,8,0,0.3333333333333333,1,14434.5,11383.712070322228,65683,1,0.0,0,0,0,0,101706,0,64,facd0a672c49d732,2,0160e7c5,0.0,Cart Balancer (Assessment),Assessment,CRYSTALCAVES
0,4,0,0,0,0,0,0,0.25,1,7755.0,3676.9200426443867,42652,1,0.0,0,0,0,0,0,0,69,f8de7f9f1baedba3,3,01825124,0.0,Bird Measurer (Assessment),Assessment,TREETOPCITY
0,1,0,0,4,0,0,0,1.0,3,0.0,0.0,12429,1,0.25,1,0,42652,0,0,3,33,39f3e52339d99ca2,0,01825124,1.0,Bird Measurer (Assessment),Assessment,TREETOPCITY
0,5,0,0,5,0,0,0,0.2,1,8763.25,3232.377595001343,58827,1,0.4166666666666667,2,0,55081,0,0,3,67,77023c0a71fe835e,4,01825124,1.3333333333333333,Mushroom Sorter (Assessment),Assessment,TREETOPCITY
0,1,0,0,0,0,0,0,1.0,3,0.0,0.0,26641,1,0.0,0,0,0,0,0,0,34,2d2412f750d8312a,0,01bdd720,0.0,Cart Balancer (Assessment),Assessment,CRYSTALCAVES
0,4,0,0,1,0,23,0,0.0,0,21917.666666666668,27744.851528406733,104437,0,0.5,1,0,26641,0,355501,0,96,bf5869a219895ae0,4,01bdd720,1.5,Chest Sorter (Assessment),Assessment,CRYSTALCAVES
0,1,0,0,5,0,23,0,1.0,3,0.0,0.0,19010,1,0.3333333333333333,1,0,131078,0,355501,4,36,00097cda27afb726,0,01bdd720,1.0,Mushroom Sorter (Assessment),Assessment,TREETOPCITY
0,1,0,0,6,0,29,0,1.0,3,0.0,0.0,64661,1,0.5,2,0,150088,0,669530,4,62,2cbd37f1442b2b80,0,01bdd720,1.5,Bird Measurer (Assessment),Assessment,TREETOPCITY
0,1,0,0,7,0,29,0,1.0,3,0.0,0.0,20029,1,0.6,3,0,214749,0,669530,4,31,85941aefc2a33c8b,0,01bdd720,1.8,Cart Balancer (Assessment),Assessment,CRYSTALCAVES
0,1,0,0,0,0,0,0,1.0,3,0.0,0.0,22358,1,0.0,0,0,0,0,0,0,29,18875f87420dbf0c,0,01cc53f3,0.0,Cart Balancer (Assessment),Assessment,CRYSTALCAVES
0,1,0,0,1,0,0,0,1.0,3,0.0,0.0,6327,1,1.0,1,0,22358,0,0,0,13,f4fdc6a63468f3c2,0,01cc53f3,3.0,Cart Balancer (Assessment),Assessment,CRYSTALCAVES
0,1,0,0,2,0,0,0,1.0,3,0.0,0.0,18913,1,1.0,2,0,28685,0,0,0,37,bda68fe31bdb26ce,0,01cc53f3,3.0,Chest Sorter (Assessment),Assessment,CRYSTALCAVES
0,1,0,0,3,0,0,0,1.0,3,0.0,0.0,11514,1,1.0,3,0,47598,0,0,0,27,85056f5ceab5ecbf,0,01cc53f3,3.0,Cauldron Filler (Assessment),Assessment,MAGMAPEAK
0,1,0,0,0,0,0,0,0.0,0,0.0,0.0,22679,0,0.0,0,0,0,0,0,0,58,bb3738392f5a4ae0,1,01d5e1f5,0.0,Bird Measurer (Assessment),Assessment,TREETOPCITY
0,1,0,0,0,0,0,0,1.0,3,0.0,0.0,26355,1,0.0,0,0,0,0,0,0,34,9868ede08f01d6f6,0,01f71702,0.0,Mushroom Sorter (Assessment),Assessment,TREETOPCITY
0,1,0,0,1,0,0,0,1.0,3,0.0,0.0,17471,1,1.0,1,0,26355,0,0,0,71,ccd4bb61d0b2efd3,0,01f71702,3.0,Bird Measurer (Assessment),Assessment,TREETOPCITY
0,1,0,0,2,0,0,0,1.0,3,0.0,0.0,8502,1,1.0,2,0,43826,0,0,0,13,2c41091dc88157d5,0,01f71702,3.0,Cart Balancer (Assessment),Assessment,CRYSTALCAVES
0,4,0,0,3,0,0,0,0.0,0,9767.0,117.285975291166,49478,0,1.0,3,0,52328,0,0,0,84,0de0d35f85afd76c,4,01f71702,3.0,Chest Sorter (Assessment),Assessment,CRYSTALCAVES
0,2,0,0,7,0,0,0,0.5,2,0.0,0.0,40155,1,0.5,3,0,101806,0,0,4,50,d365ff77f064a4b3,1,01f71702,1.5,Bird Measurer (Assessment),Assessment,TREETOPCITY
0,2,0,0,9,0,0,0,0.5,2,0.0,0.0,26906,1,0.5,4,0,141961,0,0,5,45,93b8e335aad20961,1,01f71702,1.5714285714285714,Cauldron Filler (Assessment),Assessment,MAGMAPEAK
